"long" "lat"
1.81625 27.7088888888889
1.82125 27.6786111111111
1.82 8.30138888888889
1.85208333333333 8.37388888888889
1.95333333333333 35.3627777777778
2.08625 -29.9163888888889
2.22708333333333 23.8177777777778
2.14291666666667 -33.8577777777778
2.17625 37.4480555555556
2.18666666666667 4.61222222222222
2.19875 33.4330555555556
2.19291666666667 15.8158333333333
2.26 21.625
2.2675 27.73
2.7775 -12.1077777777778
2.67 32.9827777777778
2.38583333333333 33.3088888888889
2.45083333333333 27.8327777777778
2.47208333333333 25.9238888888889
2.48375 -24.9644444444444
2.49708333333333 -57.0202777777778
2.60791666666667 25.8322222222222
2.63625 28.9969444444444
2.605 -56.9888888888889
2.69583333333333 33.3519444444444
2.66041666666667 -56.9861111111111
2.79333333333333 -12.0205555555556
2.84333333333333 6.38888888888889
2.84583333333333 -56.9569444444444
2.94583333333333 -5.58638888888889
3.07833333333333 31.0608333333333
3.2 22.0238888888889
3.23458333333333 22.1008333333333
3.25375 30.9155555555556
3.51666666666667 -23.1813888888889
3.62708333333333 -7.16777777777778
3.50875 48.235
3.59333333333333 48.2472222222222
3.68583333333333 -7.345
3.645 48.2561111111111
3.66666666666667 18.5816666666667
3.67916666666667 -60.3286111111111
3.78166666666667 -7.10666666666667
3.78333333333333 -39.2194444444444
3.87875 17.3291666666667
3.85541666666667 -21.4447222222222
3.9925 -0.303611111111111
4.1 -6.31722222222222
4.10166666666667 -6.32222222222222
4.27208333333333 -13.4863888888889
4.43958333333333 11.45
4.37625 -6.825
4.74458333333333 -22.88
4.77041666666667 -22.9363888888889
4.56208333333333 30.0633333333333
4.55041666666667 30.0552777777778
4.57583333333333 30.0725
4.585 30.0405555555556
4.59333333333333 30.0788888888889
4.59791666666667 30.0630555555556
4.61833333333333 30.0405555555556
4.64291666666667 30.0361111111111
4.66208333333333 -15.3216666666667
4.70625 30.0613888888889
4.85958333333333 6.44972222222222
4.90708333333333 29.9341666666667
5.00666666666667 -22.5322222222222
5.1075 0.826388888888889
5.11458333333333 0.833333333333333
5.26166666666667 22.5672222222222
5.29541666666667 22.3577777777778
5.305 22.3833333333333
5.34416666666667 22.4341666666667
5.35625 22.5122222222222
5.36916666666667 22.5563888888889
5.30916666666667 -48.6288888888889
5.34166666666667 -48.6397222222222
5.35125 -48.6652777777778
5.465 22.4005555555556
5.38083333333333 -48.6247222222222
5.51416666666667 22.4088888888889
5.55666666666667 22.4833333333333
5.5575 22.4738888888889
5.55666666666667 10.4919444444444
5.57416666666667 22.5466666666667
5.625 29.7455555555556
5.70541666666667 -45.2683333333333
5.99833333333333 15.77
6.01083333333333 16.4863888888889
5.97708333333333 -32.5363888888889
6.15208333333333 -13.9561111111111
6.32041666666667 12.8836111111111
6.18208333333333 -5.14888888888889
6.42541666666667 -8.28333333333333
6.49875 29.2119444444444
6.56083333333333 21.8077777777778
6.70333333333333 31.7027777777778
6.72791666666667 -2.50055555555556
6.7425 -1.78583333333333
6.69166666666667 -33.6761111111111
6.79541666666667 1.33416666666667
6.81708333333333 -1.77972222222222
6.74 -56.9777777777778
6.87541666666667 -1.51361111111111
6.96791666666667 -1.81027777777778
7.20958333333333 2.83861111111111
7.28375 2.81111111111111
7.30125 2.87333333333333
7.31208333333333 2.865
7.3275 2.87111111111111
7.40875 -33.2602777777778
7.54416666666667 2.09305555555556
7.59083333333333 -33.245
7.94125 -13.3377777777778
7.74208333333333 10.2086111111111
7.74666666666667 5.15972222222222
7.77708333333333 5.07833333333333
7.835 30.7919444444444
7.82333333333333 5.17944444444444
7.78291666666667 -22.6194444444444
7.81458333333333 -22.56
7.83625 -22.6461111111111
7.94 -5.15388888888889
8.29875 48.5072222222222
8.56416666666667 -31.7861111111111
8.45916666666667 30.7236111111111
8.56541666666667 -27.805
8.51166666666667 -9.705
8.58083333333333 -12.6558333333333
8.66666666666667 -10.7661111111111
8.69333333333333 -8.39611111111111
8.6475 -55.7897222222222
9.01708333333333 23.9580555555556
8.89125 -2.84833333333333
8.99875 -10.1213888888889
9.13708333333333 2.75
9.12041666666667 -10.1063888888889
8.95333333333333 -13.6105555555556
8.84541666666667 -23.3747222222222
9.16083333333333 -22.5936111111111
9.21541666666667 23.9913888888889
9.19125 1.88638888888889
9.33958333333333 -19.9344444444444
9.30666666666667 -22.5866666666667
9.30166666666667 1.94222222222222
9.245 -29.4777777777778
9.39291666666667 -22.5491666666667
9.785 -14.1722222222222
9.44291666666667 -17.85
9.49041666666667 8.63472222222222
9.59708333333333 29.4733333333333
9.55166666666667 2.72861111111111
9.62208333333333 29.5116666666667
9.64916666666667 29.4475
9.74 48.3372222222222
9.605 3.16611111111111
9.87583333333333 -14.6563888888889
9.72791666666667 7.06222222222222
9.7275 7.05638888888889
9.74666666666667 -9.00277777777778
9.80625 0.864166666666667
9.82708333333333 3.33111111111111
9.82625 3.0375
9.89875 -9.19416666666667
9.82416666666667 0.913055555555556
9.82791666666667 0.8925
9.84541666666667 2.79833333333333
9.88791666666667 3.13805555555556
9.89458333333333 2.88694444444444
9.89541666666667 0.860277777777778
9.91541666666667 3.53555555555556
9.91458333333333 3.4425
9.93416666666667 3.3
10.0920833333333 41.6852777777778
9.91958333333333 -14.2363888888889
10.0725 2.75583333333333
9.76458333333333 -18.6083333333333
10.145 -13.8725
10.0558333333333 -56.1525
10.29125 16.4697222222222
10.3666666666667 25.4994444444444
10.20375 -56.2141666666667
10.3629166666667 -21.0452777777778
10.39125 -10.0216666666667
11.6333333333333 36.3255555555556
10.5470833333333 0.904444444444444
10.6741666666667 40.8658333333333
10.56625 0.846111111111111
10.6845833333333 41.2688888888889
10.7245833333333 32.5802777777778
10.6525 -1.52805555555556
10.7270833333333 23.5033333333333
10.7695833333333 23.5094444444444
10.6125 -23.6288888888889
10.6904166666667 -23.5616666666667
10.9020833333333 30.5869444444444
10.8845833333333 14.3425
10.7195833333333 -23.5411111111111
10.7241666666667 -23.5452777777778
10.8641666666667 2.95805555555556
10.86625 -0.125277777777778
10.8566666666667 -50.1827777777778
11.15625 -3.76
11.2579166666667 6.11277777777778
11.5029166666667 29.9597222222222
11.44375 -15.5972222222222
11.5229166666667 -1.72333333333333
11.7845833333333 -20.76
11.8166666666667 7.91
11.9745833333333 19.5969444444444
12.0070833333333 27.6233333333333
11.8879166666667 -25.2875
11.8645833333333 -31.4219444444444
11.9470833333333 -11.4683333333333
